FPS,AVG_FPS,Flachhänger,left_x,top_y,width,height
15.7,15.6,99%,259,433,492,308
15.7,15.6,99%,250,439,509,314
15.7,15.6,99%,250,440,511,312
15.7,15.6,99%,248,439,512,315
15.7,15.6,99%,248,438,513,315
15.7,15.6,99%,248,439,510,313
15.7,15.6,99%,249,439,510,314
15.7,15.6,99%,251,440,503,315
15.7,15.6,99%,247,442,509,309
15.7,15.6,99%,242,441,522,310
15.8,15.6,99%,245,441,516,311
15.8,15.6,99%,248,441,509,310
15.8,15.6,99%,249,437,489,322
15.8,15.6,99%,249,444,506,310
15.8,15.6,99%,250,438,488,319
15.8,15.6,99%,247,440,492,316
15.8,15.6,99%,247,438,491,321
15.8,15.6,99%,252,436,478,322
15.8,15.6,99%,247,439,487,321
15.9,15.6,99%,248,443,485,319
15.8,15.6,100%,247,441,485,325
15.8,15.6,99%,247,440,486,321
15.8,15.6,100%,246,440,485,323
15.8,15.6,99%,245,440,488,320
15.8,15.6,99%,247,441,481,318
15.8,15.6,99%,247,444,481,314
15.8,15.6,99%,248,443,479,318
15.8,15.6,99%,246,442,486,324
15.8,15.6,98%,244,443,488,314
15.8,15.6,97%,240,446,495,310
15.8,15.6,99%,241,444,489,314
15.8,15.6,98%,239,445,491,314
15.8,15.6,99%,237,449,493,310
15.7,15.8,99%,239,449,488,311
15.8,15.8,98%,239,448,486,310
15.8,15.8,98%,237,450,492,308
15.7,15.8,99%,238,452,490,303
15.8,15.8,99%,236,453,495,302
15.7,15.8,99%,241,449,481,307
15.7,15.8,99%,241,448,477,307
15.7,15.8,97%,242,450,480,305
15.7,15.8,99%,239,449,485,309
15.7,15.8,98%,240,448,483,306
15.8,15.8,90%,235,450,494,303
15.8,15.8,56%,242,463,482,279
15.7,15.8,75%,241,456,481,292
15.7,15.8,46%,234,458,493,289
15.8,15.8,86%,239,454,480,297
15.8,15.8,91%,232,457,495,293
15.7,15.8,79%,233,460,491,290
15.8,15.8,99%,239,451,475,308
15.8,15.8,97%,242,456,466,296
15.8,15.8,100%,241,452,466,307
15.8,15.8,99%,242,453,467,305
15.8,15.8,99%,243,452,461,307
15.7,15.8,99%,243,450,459,309
15.8,15.8,100%,238,445,465,320
15.8,15.8,99%,240,448,464,314
15.8,15.8,100%,239,452,466,310
15.8,15.8,100%,238,450,460,315
15.8,15.8,100%,237,449,460,316
15.8,15.8,100%,233,448,467,319
15.8,15.8,100%,237,448,462,317
15.8,15.8,100%,237,450,463,316
15.8,15.8,100%,234,452,465,315
15.8,15.8,100%,230,454,469,315
15.9,15.8,99%,231,448,466,322
15.9,15.8,100%,227,447,474,325
15.9,15.8,100%,231,451,468,317
15.8,15.8,100%,229,450,469,320
15.8,15.8,100%,229,446,467,325
15.7,15.8,100%,228,448,469,325
15.8,15.8,100%,227,448,472,324
15.8,15.8,100%,229,448,470,325
15.8,15.8,100%,227,449,474,323
15.7,15.8,100%,227,451,472,322
15.7,15.8,100%,227,451,470,322
15.7,15.8,100%,218,452,481,318
15.7,15.8,100%,218,453,478,319
15.8,15.8,100%,217,450,482,322
15.8,15.8,100%,228,447,466,325
15.8,15.8,100%,225,450,468,325
15.8,15.8,99%,227,450,468,327
15.8,15.8,100%,225,452,467,322
15.8,15.8,100%,222,451,468,325
15.8,15.8,100%,223,450,470,329
15.8,15.8,100%,224,451,468,323
15.8,15.8,100%,207,449,490,328
15.9,15.8,100%,218,448,477,331
15.9,15.8,100%,215,452,478,327
15.9,15.8,100%,207,451,493,328
15.9,15.8,100%,218,452,478,326
15.9,15.8,100%,217,451,477,327
15.9,15.8,100%,216,454,481,321
15.9,15.8,100%,216,455,477,322
15.9,15.8,100%,206,456,493,319
15.9,15.8,100%,216,454,478,322
15.9,15.8,100%,215,456,475,321
15.9,15.8,100%,214,454,476,323
15.8,15.8,100%,214,455,476,321
15.8,15.8,100%,214,452,474,325
15.8,15.8,100%,212,452,480,322
15.8,15.8,100%,212,452,481,325
15.8,15.8,100%,212,453,484,321
15.8,15.8,100%,211,450,484,324
15.8,15.8,100%,211,450,484,329
15.8,15.8,100%,213,451,480,325
15.8,15.8,100%,213,446,477,333
15.8,15.8,100%,212,444,477,335
15.8,15.8,100%,213,444,474,334
15.8,15.8,100%,208,444,482,335
15.8,15.8,100%,212,441,476,338
15.8,15.8,100%,210,446,477,330
15.8,15.8,100%,212,448,475,329
15.8,15.8,100%,213,450,475,326
15.8,15.8,100%,211,450,479,326
15.8,15.8,100%,210,448,478,327
15.8,15.8,100%,207,447,484,328
15.8,15.8,100%,208,451,481,324
15.8,15.8,100%,210,449,476,326
15.8,15.8,100%,210,446,475,328
15.8,15.8,100%,209,445,477,329
15.8,15.8,100%,211,447,476,326
15.8,15.8,100%,209,448,481,325
15.8,15.8,100%,213,449,476,323
15.8,15.8,100%,210,450,477,322
15.8,15.8,99%,207,450,479,321
15.8,15.8,100%,205,449,481,322
15.8,15.8,100%,206,449,479,322
15.8,15.8,100%,203,448,481,324
15.8,15.8,100%,205,445,476,327
15.8,15.8,100%,204,441,477,332
15.8,15.8,100%,204,444,476,330
15.8,15.8,100%,205,447,472,327
15.8,15.8,100%,205,447,474,326
15.8,15.8,100%,206,450,474,324
15.8,15.8,100%,203,452,480,320
15.8,15.8,99%,201,452,483,319
15.8,15.8,100%,199,450,480,325
15.8,15.8,100%,198,448,480,330
15.8,15.8,100%,199,451,481,327
15.8,15.8,100%,202,451,478,327
15.8,15.8,100%,198,449,484,327
15.8,15.8,100%,200,449,480,326
15.8,15.8,100%,196,446,483,331
15.8,15.8,100%,195,444,485,332
15.8,15.8,100%,198,445,482,330
15.8,15.8,99%,197,446,480,327
15.8,15.8,99%,197,448,482,328
15.9,15.8,99%,198,448,480,328
15.9,15.8,99%,198,447,478,328
15.9,15.8,99%,198,447,480,326
15.8,15.8,100%,199,449,480,324
15.8,15.8,100%,199,448,478,324
15.7,15.8,100%,201,447,477,327
15.7,15.8,99%,201,447,478,326
15.8,15.8,100%,200,447,480,329
15.8,15.8,100%,201,445,479,329
15.8,15.8,99%,201,444,479,328
15.8,15.8,100%,201,445,480,330
15.8,15.8,100%,200,444,481,332
15.8,15.8,100%,200,444,481,330
15.8,15.8,100%,197,447,483,330
15.9,15.8,99%,197,447,482,327
15.9,15.8,99%,200,445,476,328
15.9,15.8,99%,196,445,484,328
15.8,15.8,99%,199,448,480,323
15.8,15.8,100%,195,444,485,328
15.9,15.8,100%,191,444,493,331
15.9,15.8,100%,194,442,493,331
15.8,15.8,100%,195,443,489,330
15.8,15.8,99%,195,444,491,328
15.8,15.8,99%,192,443,494,331
15.8,15.8,99%,194,445,487,327
15.8,15.8,99%,194,441,489,328
15.8,15.8,99%,193,441,492,328
15.8,15.8,99%,191,441,495,329
15.8,15.8,99%,191,439,492,331
15.8,15.8,99%,197,443,481,328
15.8,15.8,99%,195,445,487,328
15.8,15.8,99%,192,441,491,330
15.8,15.8,99%,192,441,490,329
15.8,15.8,99%,190,445,496,324
15.8,15.8,99%,192,443,492,329
15.8,15.8,99%,189,440,500,332
15.8,15.8,99%,187,439,504,334
15.8,15.8,99%,190,442,501,332
15.8,15.8,99%,189,440,504,332
15.8,15.8,99%,185,438,508,338
15.8,15.8,99%,191,442,499,335
15.8,15.8,99%,192,442,499,332
15.8,15.8,99%,190,443,501,332
15.8,15.8,99%,192,439,503,338
15.8,15.8,99%,188,439,507,336
15.8,15.8,99%,191,440,505,338
15.7,15.8,99%,196,445,497,332
15.8,15.8,99%,197,445,498,333
15.8,15.8,99%,197,442,500,335
15.8,15.8,98%,196,440,504,331
15.8,15.8,99%,198,441,502,333
15.8,15.8,99%,199,442,502,333
15.8,15.8,98%,200,441,502,335
15.8,15.8,99%,201,443,500,334
15.8,15.8,99%,202,442,504,336
15.8,15.8,99%,208,434,499,343
15.8,15.8,99%,211,431,494,344
15.8,15.8,99%,213,439,490,335
15.8,15.8,99%,214,436,492,338
15.8,15.8,98%,214,439,492,331
15.8,15.8,99%,215,436,495,334
15.8,15.8,99%,217,440,497,329
15.8,15.8,99%,219,436,493,329
15.8,15.8,99%,223,440,494,324
15.7,15.8,99%,226,440,493,319
15.6,15.8,99%,226,442,492,317
15.6,15.8,99%,229,444,492,314
15.7,15.8,99%,234,443,484,317
15.7,15.8,99%,233,441,489,317
15.7,15.8,98%,234,444,490,315
15.7,15.8,98%,235,444,494,313
15.7,15.8,98%,239,444,489,311
15.7,15.8,97%,236,442,499,315
15.7,15.8,98%,244,446,491,308
15.8,15.8,97%,243,448,494,305
15.7,15.8,97%,251,447,481,301
15.7,15.7,93%,254,446,483,304
15.7,15.7,89%,246,442,513,310
15.6,15.7,96%,250,443,508,307
15.7,15.7,93%,252,442,510,307
15.7,15.7,98%,266,439,483,295
15.7,15.7,97%,268,439,484,294
15.7,15.7,99%,271,442,486,288
15.7,15.7,99%,279,441,477,288
15.7,15.7,99%,280,444,484,281
15.7,15.7,99%,286,443,481,281
15.7,15.7,99%,295,445,479,278
15.7,15.7,99%,299,439,485,291
15.6,15.7,100%,303,437,480,289
15.6,15.7,99%,306,443,480,278
15.6,15.7,99%,310,440,479,276
15.7,15.7,99%,315,441,477,272
15.6,15.7,99%,319,442,474,273
15.7,15.7,100%,320,442,483,271
15.7,15.7,100%,324,441,484,271
15.7,15.7,100%,331,443,486,268
15.7,15.7,100%,336,443,485,264
15.7,15.7,100%,345,436,483,274
15.8,15.7,100%,348,438,485,269
15.8,15.7,100%,354,439,484,265
15.7,15.7,100%,364,440,481,267
15.8,15.7,100%,368,439,484,263
15.7,15.7,100%,374,441,472,254
15.7,15.7,100%,379,442,465,253
15.6,15.7,99%,383,440,465,254
15.7,15.7,99%,385,440,467,255
15.7,15.7,100%,387,443,486,245
15.7,15.7,100%,393,440,485,245
15.7,15.7,100%,399,440,484,244
15.7,15.7,100%,403,441,483,249
15.7,15.7,100%,409,442,477,248
15.7,15.7,100%,414,443,478,246
0.0,0.0,100%,423,438,455,257
1.5,0.0,100%,425,439,452,255
2.6,0.0,100%,423,438,455,257
3.8,0.0,100%,425,439,452,254
4.8,0.0,100%,422,437,455,258
5.8,0.0,100%,423,439,455,254
6.8,0.0,100%,423,437,455,257
7.6,0.0,100%,423,438,456,256
8.4,0.0,100%,422,437,457,258
9.2,0.0,100%,422,437,455,259
9.9,0.0,100%,424,439,453,256
10.6,0.0,100%,423,438,454,255
11.1,0.0,100%,423,438,453,258
11.6,0.0,100%,421,438,457,256
12.1,0.0,100%,423,437,455,258
12.4,0.0,100%,422,438,456,261
12.7,0.0,100%,423,438,455,258
13.0,0.0,100%,422,438,456,257
13.3,0.0,100%,423,438,454,258
13.6,0.0,100%,422,438,456,260
13.9,0.0,100%,420,438,458,257
14.1,0.0,100%,420,438,458,258
14.2,0.0,100%,421,438,457,258
14.4,0.0,100%,421,440,457,253
14.6,0.0,100%,423,438,455,256
14.7,0.0,100%,423,438,455,256
14.9,0.0,100%,424,438,453,256
15.0,0.0,100%,423,440,454,255
15.1,0.0,100%,424,437,453,257
15.2,0.0,100%,424,438,454,258
15.3,0.0,100%,420,436,457,260
15.3,0.0,100%,422,439,457,256
15.4,0.0,100%,420,438,459,257
15.5,0.0,100%,423,439,456,256
15.5,0.0,100%,424,437,453,260
15.6,0.0,100%,424,438,454,257
15.6,0.0,100%,422,437,456,256
15.6,0.0,100%,422,437,455,259
15.7,0.0,100%,422,438,455,257
15.7,0.0,100%,425,438,453,257
15.7,0.0,100%,422,437,456,258
15.7,0.0,100%,420,437,457,258
15.8,0.0,100%,423,438,455,257
15.7,0.0,100%,422,437,454,258
15.7,0.0,100%,420,438,457,257
15.7,0.0,100%,421,438,457,256
15.7,0.0,100%,421,437,457,260
15.7,0.0,100%,421,437,457,259
15.8,15.7,100%,423,435,453,259
15.8,15.7,100%,421,436,457,257
15.9,15.7,100%,421,437,456,257
15.9,15.7,100%,423,438,455,258
15.7,15.7,100%,421,438,457,259
15.6,15.7,100%,423,437,455,258
15.6,15.7,100%,422,436,456,261
15.6,15.7,100%,423,437,454,260
15.5,15.7,100%,424,438,453,258
15.6,15.7,100%,424,437,451,259
15.6,15.7,100%,424,438,452,257
15.5,15.7,100%,423,438,456,255
15.6,15.7,100%,423,436,454,259
15.6,15.7,100%,423,437,454,260
15.5,15.7,100%,421,437,457,257
15.5,15.7,100%,423,437,454,257
15.5,15.7,100%,421,437,455,258
15.5,15.7,100%,422,437,456,260
15.5,15.7,100%,421,437,457,260
15.4,15.7,100%,423,438,455,257
15.4,15.7,100%,420,437,458,259
15.5,15.7,100%,423,438,454,258
15.5,15.7,100%,423,437,456,258
15.5,15.7,100%,421,436,457,260
15.5,15.7,100%,423,437,455,259
15.5,15.7,100%,424,437,454,260
15.6,15.7,100%,423,437,455,259
15.5,15.7,100%,421,436,456,259
15.5,15.7,100%,421,438,460,257
15.5,15.7,100%,424,437,454,258
15.6,15.7,100%,424,437,454,257
15.6,15.7,100%,423,436,453,258
15.6,15.7,100%,423,437,454,260
15.7,15.7,100%,422,437,456,259
15.6,15.7,100%,426,438,451,258
15.7,15.7,100%,423,437,454,260
15.7,15.7,100%,423,436,455,260
15.8,15.7,100%,421,437,458,261
15.8,15.7,100%,423,437,454,259
15.8,15.7,99%,424,439,454,255
15.9,15.7,100%,422,438,456,259
15.9,15.7,100%,421,437,456,259
15.9,15.7,100%,424,439,453,255
15.9,15.7,100%,423,438,453,257
15.9,15.7,100%,422,437,456,261
15.9,15.7,100%,423,437,455,260
16.0,15.7,100%,424,437,453,259
15.9,15.7,100%,423,437,454,259
15.9,15.7,100%,421,437,456,259
15.9,15.7,100%,421,437,457,259
16.0,15.7,100%,424,437,453,259
15.9,15.7,100%,423,437,455,258
15.9,15.7,100%,422,437,455,260
15.9,15.7,100%,423,438,453,257
15.9,15.7,100%,422,437,455,260
15.9,15.7,100%,422,437,456,258
16.0,15.7,100%,422,438,457,258
15.9,15.7,100%,424,438,454,258
15.9,15.7,100%,425,437,452,257
15.9,15.7,100%,424,437,454,257
15.9,15.7,100%,423,438,454,257
15.8,15.7,100%,423,437,456,258
15.9,15.7,100%,424,438,453,256
15.9,15.7,100%,424,437,454,257
15.9,15.7,100%,423,438,455,258
15.9,15.7,100%,424,438,453,256
15.9,15.7,100%,424,437,455,259
15.9,15.7,100%,424,437,453,256
15.9,15.7,100%,424,437,454,258
15.9,15.7,100%,423,437,454,258
15.9,15.7,100%,423,436,453,260
15.9,15.7,100%,423,437,455,260
15.9,15.7,100%,424,437,454,260
15.9,15.7,100%,424,437,451,258
16.0,15.7,100%,424,438,454,257
15.9,15.7,100%,421,437,456,261
16.0,15.7,100%,423,438,455,257
16.0,15.7,100%,425,438,452,256
15.9,15.7,100%,422,437,457,259
16.0,15.7,100%,423,437,454,258
15.8,15.7,100%,423,437,453,258
15.8,15.7,100%,422,438,455,257
15.8,15.7,100%,423,437,455,259
15.8,15.7,100%,422,437,456,258
15.8,15.7,100%,424,437,452,259
15.8,15.7,100%,424,436,453,259
15.8,15.7,100%,424,436,453,259
15.8,15.7,100%,424,439,453,256
15.8,15.7,100%,424,438,455,258
15.8,15.7,100%,425,438,454,259
15.8,15.7,100%,424,438,453,257
15.9,15.7,100%,423,438,454,256
15.9,15.7,100%,425,438,450,253
15.9,15.7,100%,424,438,451,254
15.9,15.7,100%,423,436,453,258
15.9,15.9,100%,422,437,455,257
15.9,15.9,100%,421,436,457,259
15.9,15.9,100%,422,436,457,259
15.9,15.9,100%,420,436,459,260
15.9,15.9,100%,423,438,453,257
15.9,15.9,100%,423,437,454,256
15.9,15.9,100%,423,436,454,259
15.8,15.9,100%,422,436,454,258
15.8,15.9,100%,423,437,456,257
15.8,15.9,100%,425,439,452,255
15.9,15.9,100%,422,436,455,259
15.8,15.9,100%,424,437,452,259
15.7,15.9,100%,426,438,448,255
15.6,15.9,100%,424,437,451,257
15.6,15.9,100%,424,437,452,258
15.5,15.9,100%,424,437,454,258
15.5,15.9,100%,423,437,454,258
15.4,15.9,100%,422,437,456,258
15.4,15.9,100%,424,438,452,258
15.3,15.9,100%,425,436,452,258
15.3,15.9,100%,423,437,452,257
15.2,15.9,100%,423,436,454,259
15.3,15.9,100%,424,438,453,254
15.2,15.9,100%,424,436,453,261
15.2,15.9,100%,423,436,453,259
15.3,15.9,100%,423,436,454,256
15.3,15.9,100%,423,437,455,258
15.4,15.9,100%,422,437,457,257
15.4,15.9,100%,422,436,456,261
15.5,15.9,100%,423,436,453,258
15.5,15.9,100%,423,437,456,258
15.5,15.9,100%,423,437,456,258
15.5,15.9,100%,424,439,455,257
15.5,15.9,100%,422,437,457,259
15.6,15.9,100%,421,437,456,258
15.5,15.9,100%,419,436,458,259
15.5,15.9,100%,421,436,457,259
15.5,15.9,100%,421,438,457,257
15.5,15.9,100%,422,437,457,257
15.6,15.9,100%,423,437,454,257
15.5,15.9,100%,421,436,456,257
15.5,15.9,100%,422,437,456,259
15.4,15.9,100%,423,436,454,259
15.5,15.9,100%,423,438,454,255
15.5,15.9,100%,423,436,455,260
15.5,15.9,100%,424,436,452,261
15.4,15.9,100%,422,437,457,259
15.5,15.5,100%,422,438,455,260
15.4,15.5,100%,423,437,454,259
15.5,15.5,100%,422,438,455,258
15.4,15.5,100%,423,437,455,259
15.4,15.5,100%,424,436,453,258
15.5,15.5,100%,420,436,458,261
15.5,15.5,100%,422,438,457,259
15.5,15.5,100%,422,436,458,261
15.5,15.5,100%,421,438,457,258
15.5,15.5,100%,423,438,454,258
15.6,15.5,100%,421,437,456,260
15.6,15.5,100%,422,438,456,257
15.6,15.5,100%,424,437,453,258
15.6,15.5,100%,423,438,456,257
15.7,15.5,100%,423,437,453,259
15.7,15.5,100%,421,437,456,259
15.8,15.5,100%,422,438,456,258
15.8,15.5,100%,421,438,458,256
15.8,15.5,100%,423,438,455,258
15.8,15.5,100%,422,438,454,255
15.8,15.5,100%,424,439,453,256
15.8,15.5,100%,423,438,454,255
15.7,15.5,100%,421,438,458,258
15.7,15.5,100%,421,438,457,260
15.7,15.5,100%,421,438,459,256
15.7,15.5,100%,423,437,456,257
15.6,15.5,100%,424,438,454,256
15.6,15.5,100%,422,438,457,257
15.5,15.5,100%,421,438,458,257
15.6,15.5,100%,422,438,457,256
15.5,15.5,100%,423,438,455,257
15.6,15.5,100%,421,437,458,257
15.5,15.5,100%,422,437,457,257
15.6,15.5,100%,422,438,457,257
15.5,15.5,100%,423,438,457,254
15.5,15.5,100%,424,437,454,258
15.6,15.5,100%,421,438,456,257
15.6,15.5,100%,422,438,458,256
15.6,15.5,100%,422,439,459,254
15.7,15.5,100%,422,438,459,256
15.7,15.5,100%,423,438,455,258
15.7,15.5,100%,423,439,458,253
15.7,15.5,100%,422,437,458,257
15.7,15.5,100%,423,437,457,259
15.7,15.5,100%,423,438,456,257
15.7,15.5,100%,422,438,458,255
15.7,15.5,100%,423,438,457,257
15.7,15.7,100%,422,439,457,256
15.7,15.7,100%,421,437,458,258
15.7,15.7,100%,422,438,458,255
15.7,15.7,100%,423,437,455,258
15.6,15.7,100%,422,438,458,256
15.7,15.7,100%,422,438,456,257
15.6,15.7,100%,423,438,456,256
15.6,15.7,100%,425,438,454,255
15.6,15.7,100%,422,437,458,256
15.6,15.7,100%,422,439,457,254
15.7,15.7,100%,426,438,454,256
15.7,15.7,100%,424,438,455,258
15.7,15.7,100%,422,438,457,258
15.7,15.7,100%,423,438,456,256
15.7,15.7,100%,423,438,456,257
15.7,15.7,100%,422,438,457,257
15.7,15.7,100%,421,437,456,258
15.7,15.7,100%,423,438,455,258
15.7,15.7,100%,423,437,454,260
15.7,15.7,100%,421,437,457,257
15.7,15.7,100%,422,438,456,254
15.7,15.7,100%,424,438,454,258
15.7,15.7,100%,423,438,456,256
15.6,15.7,100%,421,438,459,259
15.6,15.7,100%,422,439,458,257
15.5,15.7,100%,423,439,456,256
15.5,15.7,100%,421,437,459,259
15.4,15.7,100%,423,439,456,256
15.4,15.7,100%,423,438,455,257
15.3,15.7,100%,423,439,457,254
15.4,15.7,100%,423,439,456,256
15.4,15.7,100%,424,438,453,257
15.5,15.7,100%,423,439,455,255
15.5,15.7,100%,424,440,453,254
15.6,15.7,100%,423,439,455,255
15.6,15.7,100%,425,439,455,255
15.6,15.7,100%,425,439,455,254
15.6,15.7,100%,424,439,453,255
15.7,15.7,100%,424,438,454,258
15.7,15.7,100%,425,439,451,256
15.7,15.7,100%,423,439,455,253
15.7,15.7,100%,424,439,453,256
15.7,15.7,100%,422,438,456,259
15.8,15.7,100%,423,439,455,256
15.8,15.7,100%,423,440,457,254
15.8,15.7,100%,424,441,456,254
15.7,15.7,100%,423,440,456,255
15.7,15.6,100%,422,440,457,255
15.7,15.6,100%,423,439,456,256
15.8,15.6,100%,423,440,457,256
15.7,15.6,100%,423,440,458,254
15.7,15.6,100%,423,440,456,255
15.7,15.6,100%,421,440,458,254
15.7,15.6,100%,422,440,459,255
15.8,15.6,100%,423,441,456,252
15.7,15.6,100%,423,439,456,256
15.7,15.6,100%,424,439,455,255
15.7,15.6,100%,423,438,456,258
15.7,15.6,100%,423,439,458,257
15.7,15.6,100%,422,440,456,256
15.7,15.6,100%,425,440,456,256
15.7,15.6,100%,424,440,456,256
15.7,15.6,100%,422,440,456,255
15.7,15.6,100%,422,440,457,256
15.6,15.6,100%,422,440,458,256
15.5,15.6,100%,424,440,456,257
15.6,15.6,100%,424,441,456,254
15.6,15.6,100%,425,440,455,255
15.6,15.6,100%,425,441,454,254
15.7,15.6,100%,425,441,455,254
15.7,15.6,100%,423,440,458,256
15.7,15.6,100%,423,439,456,255
15.7,15.6,100%,424,439,456,256
15.8,15.6,100%,424,438,454,258
15.8,15.6,100%,424,439,456,255
15.8,15.6,100%,424,441,456,253
15.8,15.6,100%,425,440,454,255
15.8,15.6,100%,423,439,457,256
15.8,15.6,100%,423,439,456,256
15.8,15.6,100%,422,440,459,255
15.8,15.6,100%,423,440,456,257
15.8,15.6,100%,424,440,456,256
15.8,15.6,100%,424,439,456,257
15.8,15.6,100%,423,440,458,257
15.8,15.6,100%,423,439,457,257
15.8,15.6,100%,423,439,456,259
15.8,15.6,100%,422,439,456,257
15.6,15.6,100%,424,440,456,254
15.6,15.6,100%,423,439,457,257
15.5,15.6,100%,424,439,455,256
15.5,15.6,100%,422,440,457,256
15.5,15.6,100%,423,439,455,256
15.6,15.6,100%,424,439,453,256
15.6,15.6,100%,424,439,456,255
15.6,15.6,100%,425,439,454,255
15.7,15.7,100%,423,440,456,255
15.7,15.7,100%,424,440,456,258
15.7,15.7,100%,424,441,456,253
15.7,15.7,100%,422,441,458,254
15.8,15.7,100%,423,439,457,258
15.7,15.7,100%,424,439,456,254
15.7,15.7,100%,424,440,456,255
15.8,15.7,100%,422,440,459,256
15.8,15.7,100%,423,439,456,257
15.8,15.7,100%,423,438,456,258
15.8,15.7,100%,424,439,456,255
15.8,15.7,100%,425,439,454,257
15.8,15.7,100%,423,438,457,259
15.8,15.7,100%,423,440,456,256
15.9,15.7,100%,422,438,457,257
15.9,15.7,100%,425,439,453,256
15.9,15.7,100%,423,439,455,257
15.9,15.7,100%,424,439,454,256
15.9,15.7,100%,423,438,456,258
15.9,15.7,100%,425,438,455,257
15.9,15.7,100%,426,438,453,259
15.9,15.7,100%,426,438,453,259
15.9,15.7,99%,428,438,451,256
15.9,15.7,100%,428,438,452,257
15.9,15.7,99%,429,438,453,257
15.8,15.7,100%,429,439,455,258
15.7,15.7,100%,430,438,454,259
15.8,15.7,99%,430,439,455,258
15.6,15.7,100%,427,439,457,257
15.6,15.7,100%,429,439,453,257
15.5,15.7,100%,430,440,453,251
15.6,15.7,100%,432,439,453,253
15.6,15.7,100%,432,439,455,256
15.6,15.7,99%,432,440,457,255
15.6,15.7,99%,433,439,456,255
15.6,15.7,99%,432,440,458,253
15.7,15.7,100%,433,439,457,257
15.7,15.7,99%,434,438,458,254
15.7,15.7,99%,435,441,459,251
15.7,15.7,99%,435,440,458,253
15.8,15.7,100%,437,440,456,253
15.8,15.7,99%,436,438,456,254
15.8,15.7,100%,437,439,458,253
15.8,15.7,100%,438,438,456,256
15.8,15.7,100%,438,440,461,251
15.8,15.7,100%,437,440,465,253
15.8,15.7,100%,440,440,462,252
15.8,15.7,99%,441,441,460,250
15.8,15.8,99%,441,442,460,248
15.9,15.8,100%,442,442,457,247
15.8,15.8,100%,444,440,456,247
15.7,15.8,99%,446,439,456,252
15.7,15.8,100%,446,440,458,250
15.6,15.8,100%,449,440,453,248
15.6,15.8,100%,448,440,456,248
15.4,15.8,100%,450,441,456,246
15.4,15.8,100%,451,440,454,248
15.5,15.8,100%,453,439,453,249
15.4,15.8,100%,453,440,453,244
15.5,15.8,100%,455,440,450,245
15.5,15.8,100%,456,439,450,245
15.5,15.8,100%,454,441,453,241
15.6,15.8,100%,458,439,450,243
15.6,15.8,100%,460,438,448,246
15.5,15.8,99%,456,439,456,250
15.6,15.8,100%,456,439,459,247
15.6,15.8,100%,456,440,461,244
15.7,15.8,100%,459,439,460,246
15.7,15.8,100%,458,440,463,246
15.7,15.8,100%,462,440,459,243
15.8,15.8,100%,462,440,463,241
15.8,15.8,100%,462,440,464,245
15.8,15.8,100%,464,439,461,240
15.8,15.8,100%,464,440,460,242
15.8,15.8,100%,463,441,469,245
15.8,15.8,100%,468,440,463,241
15.8,15.8,100%,472,441,457,243
15.8,15.8,100%,476,440,459,243
15.8,15.8,100%,478,441,452,241
15.8,15.8,100%,480,441,454,239
15.9,15.8,100%,482,440,456,241
15.8,15.8,100%,483,438,449,241
15.8,15.8,100%,485,439,453,238
15.8,15.8,100%,488,441,456,237
15.8,15.8,100%,490,441,446,237
15.8,15.8,100%,489,439,451,240
15.8,15.8,100%,487,440,461,236
15.8,15.8,100%,491,440,451,239
15.8,15.8,100%,490,440,464,236
15.7,15.8,100%,489,440,465,236
15.7,15.8,100%,498,442,459,233
15.7,15.8,100%,495,441,466,233
15.7,15.8,100%,496,439,465,235
15.7,15.8,100%,500,438,467,240
15.7,15.8,100%,500,441,466,229
15.7,15.7,100%,500,439,467,233
15.8,15.7,100%,501,441,469,236
15.8,15.7,100%,499,439,472,237
15.7,15.7,100%,504,440,467,237
15.8,15.7,100%,503,441,470,236
15.8,15.7,100%,506,445,466,228
15.9,15.7,99%,511,443,461,236
15.9,15.7,99%,510,444,463,230
15.8,15.7,98%,512,444,461,229
15.8,15.7,98%,508,442,470,235
15.8,15.7,99%,509,443,467,232
15.8,15.7,99%,510,443,466,232
15.8,15.7,99%,517,440,473,235
15.8,15.7,99%,508,441,471,234
15.8,15.7,98%,517,442,474,230
15.8,15.7,99%,521,438,468,233
15.8,15.7,98%,522,443,464,225
15.9,15.7,99%,522,441,468,230
15.8,15.7,99%,525,441,462,227
15.8,15.7,99%,524,438,464,231
15.8,15.7,99%,525,440,465,228
15.8,15.7,99%,526,438,464,229
15.8,15.7,99%,528,439,462,226
15.8,15.7,99%,530,442,460,220
15.8,15.7,98%,536,446,450,216
15.8,15.7,99%,534,445,460,219
15.8,15.7,99%,539,440,454,226
15.8,15.7,99%,538,438,456,232
15.8,15.7,100%,541,440,453,231
15.8,15.7,100%,542,438,455,237
15.8,15.7,100%,540,440,457,231
15.7,15.7,100%,540,440,456,231
15.8,15.7,99%,545,440,448,233
15.8,15.7,100%,543,439,454,235
15.8,15.7,100%,546,440,450,236
15.8,15.7,100%,546,442,453,233
15.8,15.7,100%,550,443,449,231
15.8,15.7,100%,549,443,454,228
15.8,15.7,100%,546,441,457,235
15.6,15.7,100%,546,439,453,238
15.7,15.7,100%,546,439,457,237
15.6,15.7,100%,550,440,454,234
15.6,15.7,100%,553,440,451,235
15.6,15.7,100%,550,443,452,230
15.5,15.7,100%,552,441,452,231
15.5,15.7,100%,551,442,454,229
15.4,15.7,100%,550,442,456,228
