FPS,AVG_FPS,Flachhänger,left_x,top_y,width,height
15.4,15.7,100%,549,437,457,239
15.3,15.7,100%,549,440,455,232
15.4,15.7,100%,548,441,460,231
15.4,15.7,100%,549,442,461,233
15.5,15.7,100%,551,441,454,228
15.5,15.7,100%,555,442,453,226
15.6,15.7,100%,553,443,454,229
15.6,15.7,100%,556,441,448,233
15.6,15.7,100%,557,442,453,227
15.6,15.7,100%,556,441,450,229
15.7,15.7,100%,557,442,449,228
15.7,15.7,99%,553,441,456,231
15.7,15.7,99%,553,442,454,229
15.7,15.7,99%,553,444,453,228
15.7,15.7,99%,554,444,457,228
15.7,15.7,100%,559,445,448,227
15.7,15.7,99%,559,445,446,228
15.7,15.7,100%,555,446,450,226
15.7,15.7,99%,556,445,449,227
15.8,15.7,100%,556,446,449,227
15.7,15.7,100%,557,443,449,233
15.7,15.7,100%,554,443,450,230
15.7,15.7,100%,555,444,447,231
15.7,15.7,100%,555,444,453,234
15.7,15.7,100%,552,444,452,231
15.6,15.7,100%,550,445,455,231
15.5,15.7,100%,550,446,457,229
15.6,15.7,100%,553,445,452,231
15.5,15.7,100%,552,444,456,233
15.6,15.7,100%,553,443,451,234
15.5,15.7,100%,554,444,446,230
15.5,15.7,100%,555,443,448,233
15.6,15.7,99%,552,441,452,233
15.6,15.7,100%,550,443,458,233
15.7,15.7,100%,549,446,458,229
15.7,15.7,100%,547,443,458,232
15.7,15.7,100%,547,444,457,235
15.7,15.7,100%,545,444,460,235
15.7,15.7,100%,548,444,457,232
15.7,15.7,100%,547,445,456,232
15.7,15.7,100%,544,443,461,234
15.8,15.7,100%,542,444,460,230
15.8,15.7,100%,539,440,463,241
15.8,15.7,100%,541,444,461,232
15.8,15.7,100%,537,443,465,234
15.8,15.7,100%,536,443,466,235
15.8,15.7,100%,533,441,468,235
15.8,15.7,100%,532,440,468,240
15.8,15.7,100%,529,442,470,235
15.9,15.8,100%,526,440,475,240
15.9,15.8,100%,526,440,476,240
15.9,15.8,99%,524,440,473,235
15.9,15.8,100%,527,440,469,238
15.9,15.8,100%,526,438,474,241
15.9,15.8,100%,522,438,475,241
15.9,15.8,100%,526,439,472,239
15.9,15.8,100%,524,440,474,236
15.9,15.8,100%,526,440,468,234
15.9,15.8,100%,523,438,468,240
15.9,15.8,100%,523,437,470,242
15.9,15.8,100%,521,438,473,240
15.9,15.8,100%,520,439,474,240
15.8,15.8,100%,522,437,470,241
15.8,15.8,100%,518,436,473,243
15.9,15.8,100%,519,437,470,242
15.9,15.8,100%,518,438,472,239
15.9,15.8,99%,517,438,472,240
15.9,15.8,99%,520,439,466,243
15.9,15.8,100%,519,439,466,244
15.9,15.8,99%,519,440,466,238
15.9,15.8,99%,511,438,464,243
15.9,15.8,99%,510,438,465,247
15.9,15.8,99%,511,438,463,250
15.7,15.8,99%,511,438,462,246
15.7,15.8,99%,512,439,459,241
15.6,15.8,99%,513,437,460,247
15.6,15.8,99%,511,439,460,245
15.5,15.8,100%,508,440,464,243
15.6,15.8,100%,509,439,462,243
15.5,15.8,100%,510,436,461,247
15.6,15.8,100%,508,439,462,249
15.5,15.8,99%,508,440,461,246
15.4,15.8,100%,507,437,461,246
15.4,15.8,100%,505,439,461,244
15.4,15.8,100%,508,438,458,251
15.3,15.8,100%,502,439,462,247
15.2,15.8,100%,502,439,464,245
15.3,15.8,100%,497,438,468,246
15.2,15.8,100%,495,437,468,250
15.2,15.8,100%,496,437,469,250
15.2,15.8,100%,494,441,468,245
15.2,15.8,100%,492,439,469,244
15.1,15.8,100%,490,439,475,245
15.1,15.8,100%,496,436,465,249
15.1,15.8,100%,494,437,466,250
15.2,15.8,100%,488,438,468,245
15.1,15.4,100%,492,439,464,245
15.1,15.4,100%,490,439,467,246
15.1,15.4,100%,486,438,468,246
15.1,15.4,100%,481,441,477,246
15.1,15.4,100%,485,441,463,244
15.2,15.4,100%,482,443,463,241
15.2,15.4,100%,481,441,468,246
15.3,15.4,100%,476,441,467,245
15.3,15.4,100%,473,442,470,245
15.4,15.4,100%,474,442,469,244
15.3,15.4,100%,473,441,461,245
15.3,15.4,100%,469,443,472,244
15.4,15.4,100%,468,442,467,242
15.3,15.4,100%,466,443,466,241
15.3,15.4,100%,460,444,474,248
15.2,15.4,100%,462,443,467,244
15.3,15.4,100%,456,442,473,250
15.2,15.4,100%,459,440,464,252
15.3,15.4,100%,454,441,467,248
15.2,15.4,100%,452,440,468,253
15.3,15.4,100%,453,438,465,255
15.4,15.4,100%,449,440,468,254
15.4,15.4,100%,448,438,464,252
15.5,15.4,100%,450,438,460,255
15.5,15.4,100%,447,439,462,252
15.5,15.4,100%,446,440,462,253
15.4,15.4,100%,444,441,463,254
15.4,15.4,100%,443,440,460,256
15.4,15.4,100%,441,440,461,256
15.4,15.4,100%,437,439,464,255
15.3,15.4,100%,437,438,463,260
15.2,15.4,100%,435,440,466,256
15.2,15.4,100%,432,439,469,263
15.3,15.4,100%,431,439,464,258
15.3,15.4,100%,432,440,462,256
15.4,15.4,100%,429,438,466,261
15.4,15.4,100%,427,440,467,260
15.4,15.4,100%,428,438,465,258
15.5,15.4,100%,425,438,459,262
15.6,15.4,100%,420,435,468,267
15.6,15.4,100%,418,434,462,273
15.6,15.4,100%,414,435,464,270
15.6,15.4,100%,408,434,470,273
15.6,15.4,100%,407,434,468,272
15.4,15.4,100%,403,433,468,276
15.5,15.4,100%,398,430,472,282
15.4,15.4,100%,395,432,474,277
15.3,15.4,100%,394,431,474,282
15.3,15.4,99%,387,434,482,277
15.3,15.4,100%,387,433,482,278
15.3,15.4,99%,379,431,475,281
15.2,15.4,99%,380,431,474,283
15.2,15.4,99%,380,434,471,278
15.2,15.4,100%,378,435,470,275
15.1,15.4,100%,375,435,473,275
15.2,15.4,99%,374,439,471,270
15.3,15.4,100%,371,438,471,276
15.3,15.4,100%,371,440,470,275
15.2,15.4,100%,365,439,475,276
15.3,15.4,100%,359,440,479,274
15.3,15.4,100%,357,440,479,276
15.3,15.4,100%,358,440,475,274
15.3,15.4,100%,354,441,478,273
15.3,15.4,100%,350,438,480,280
15.3,15.4,100%,346,440,480,277
15.3,15.4,100%,347,437,478,280
15.3,15.4,100%,343,437,481,281
15.3,15.4,100%,338,437,485,277
15.3,15.4,100%,335,437,485,280
15.1,15.4,100%,331,438,484,281
15.1,15.4,100%,330,440,486,280
15.2,15.4,100%,328,438,485,279
15.2,15.4,100%,325,440,483,281
15.3,15.4,100%,327,439,481,276
15.3,15.4,100%,325,440,480,277
15.3,15.4,100%,323,442,481,279
15.3,15.4,100%,320,442,482,277
15.3,15.4,100%,319,442,482,277
15.3,15.4,100%,320,442,476,279
15.3,15.4,100%,314,442,487,279
15.3,15.4,100%,318,443,479,280
15.4,15.4,100%,313,443,481,280
15.4,15.4,100%,314,445,480,277
15.3,15.4,100%,315,444,479,278
15.3,15.4,100%,313,439,482,286
15.4,15.4,100%,309,443,486,280
15.3,15.4,100%,311,443,482,280
15.3,15.4,100%,308,442,483,283
15.2,15.4,100%,304,442,486,284
15.2,15.4,100%,302,443,489,281
15.2,15.4,100%,304,441,486,285
15.2,15.4,100%,305,440,482,287
15.2,15.4,100%,303,441,486,286
15.2,15.2,100%,304,443,482,285
15.1,15.2,100%,305,445,479,279
15.2,15.2,100%,302,441,482,285
15.1,15.2,100%,305,444,479,282
15.2,15.2,100%,301,445,481,281
15.2,15.2,100%,297,444,485,282
15.3,15.2,100%,298,440,483,289
15.3,15.2,100%,297,442,483,287
15.4,15.2,100%,296,444,486,284
15.4,15.2,100%,295,447,486,279
15.5,15.2,100%,293,446,485,280
15.4,15.2,100%,295,446,480,283
15.5,15.2,100%,292,446,484,280
15.5,15.2,100%,294,444,479,285
15.5,15.2,100%,291,443,485,287
15.6,15.2,100%,294,441,478,292
15.6,15.2,100%,293,443,476,288
15.6,15.2,100%,290,443,480,287
15.6,15.2,100%,290,444,480,287
15.5,15.2,100%,289,443,480,291
15.3,15.2,100%,288,444,478,288
15.3,15.2,100%,288,444,479,287
15.2,15.2,99%,292,443,475,289
15.2,15.2,100%,281,444,493,302
15.1,15.2,100%,286,442,481,291
15.2,15.2,99%,286,440,477,295
15.2,15.2,100%,287,439,475,296
15.2,15.2,100%,282,441,482,294
15.3,15.2,100%,273,442,497,308
15.4,15.2,100%,271,442,499,307
15.4,15.2,100%,279,439,481,299
15.5,15.2,100%,272,438,493,314
15.5,15.2,100%,273,439,493,310
15.6,15.2,100%,275,436,486,304
15.6,15.2,100%,267,440,502,310
15.7,15.2,100%,275,439,486,298
15.7,15.2,100%,277,438,479,301
15.7,15.2,100%,268,441,496,309
15.8,15.2,100%,275,436,484,304
15.7,15.2,100%,275,435,482,304
15.7,15.2,100%,273,435,484,303
15.7,15.2,100%,275,436,482,302
15.8,15.2,100%,274,436,484,302
15.8,15.2,100%,272,434,485,303
15.8,15.2,100%,271,433,485,306
15.7,15.2,99%,269,434,485,306
15.7,15.2,100%,269,433,485,306
15.6,15.5,100%,268,431,486,308
15.7,15.5,99%,269,432,486,308
15.5,15.5,99%,265,431,490,310
15.5,15.5,99%,264,433,492,309
15.6,15.5,100%,264,434,493,303
15.6,15.5,100%,264,432,491,305
15.6,15.5,100%,265,432,490,306
15.6,15.5,100%,266,434,488,303
15.6,15.5,99%,262,434,492,301
15.7,15.5,99%,261,434,493,306
15.7,15.5,99%,263,432,488,313
15.7,15.5,99%,262,433,491,309
15.7,15.5,99%,261,433,491,310
15.7,15.5,99%,259,432,496,311
15.8,15.5,99%,260,432,493,310
15.8,15.5,99%,259,432,493,308
15.8,15.5,99%,261,431,490,312
15.8,15.5,99%,259,433,492,308
15.8,15.5,99%,250,439,509,314
15.8,15.5,99%,250,440,511,312
15.8,15.5,99%,248,439,512,315
15.8,15.5,99%,248,438,513,315
15.9,15.5,99%,248,439,510,313
15.9,15.5,99%,249,439,510,314
15.8,15.5,99%,251,440,503,315
15.8,15.5,99%,247,442,509,309
15.9,15.5,99%,242,441,522,310
15.8,15.5,99%,245,441,516,311
15.8,15.5,99%,248,441,509,310
15.7,15.5,99%,249,437,489,322
15.8,15.5,99%,249,444,506,310
15.6,15.5,99%,250,438,488,319
15.5,15.5,99%,247,440,492,316
15.5,15.5,99%,247,438,491,321
15.5,15.5,99%,252,436,478,322
15.3,15.5,99%,247,439,487,321
15.3,15.5,99%,248,443,485,319
15.4,15.5,100%,247,441,485,325
15.4,15.5,99%,247,440,486,321
15.4,15.5,100%,246,440,485,323
15.5,15.5,99%,245,440,488,320
15.5,15.5,99%,247,441,481,318
15.5,15.5,99%,247,444,481,314
15.5,15.5,99%,248,443,479,318
15.6,15.5,99%,246,442,486,324
15.6,15.5,98%,244,443,488,314
15.6,15.5,97%,240,446,495,310
15.6,15.6,99%,241,444,489,314
15.6,15.6,98%,239,445,491,314
15.7,15.6,99%,237,449,493,310
15.7,15.6,99%,239,449,488,311
15.7,15.6,98%,239,448,486,310
15.7,15.6,98%,237,450,492,308
15.7,15.6,99%,238,452,490,303
15.7,15.6,99%,236,453,495,302
15.7,15.6,99%,241,449,481,307
15.7,15.6,99%,241,448,477,307
15.7,15.6,97%,242,450,480,305
15.6,15.6,99%,239,449,485,309
15.6,15.6,98%,240,448,483,306
15.5,15.6,90%,235,450,494,303
15.6,15.6,56%,242,463,482,279
15.4,15.6,75%,241,456,481,292
15.5,15.6,46%,234,458,493,289
15.4,15.6,86%,239,454,480,297
15.5,15.6,91%,232,457,495,293
15.5,15.6,79%,233,460,491,290
15.6,15.6,99%,239,451,475,308
15.6,15.6,97%,242,456,466,296
15.6,15.6,100%,241,452,466,307
15.6,15.6,99%,242,453,467,305
15.6,15.6,99%,243,452,461,307
15.6,15.6,99%,243,450,459,309
15.7,15.6,100%,238,445,465,320
15.6,15.6,99%,240,448,464,314
15.5,15.6,100%,239,452,466,310
15.5,15.6,100%,238,450,460,315
15.5,15.6,100%,237,449,460,316
15.5,15.6,100%,233,448,467,319
15.5,15.6,100%,237,448,462,317
15.4,15.6,100%,237,450,463,316
15.5,15.6,100%,234,452,465,315
15.5,15.6,100%,230,454,469,315
15.5,15.6,99%,231,448,466,322
15.6,15.6,100%,227,447,474,325
15.5,15.6,100%,231,451,468,317
15.5,15.6,100%,229,450,469,320
15.5,15.6,100%,229,446,467,325
15.4,15.6,100%,228,448,469,325
15.5,15.6,100%,227,448,472,324
15.4,15.6,100%,229,448,470,325
15.3,15.6,100%,227,449,474,323
15.4,15.6,100%,227,451,472,322
15.3,15.6,100%,227,451,470,322
15.3,15.5,100%,218,452,481,318
15.4,15.5,100%,218,453,478,319
15.4,15.5,100%,217,450,482,322
15.5,15.5,100%,228,447,466,325
15.4,15.5,100%,225,450,468,325
15.4,15.5,99%,227,450,468,327
15.4,15.5,100%,225,452,467,322
15.5,15.5,100%,222,451,468,325
15.3,15.5,100%,223,450,470,329
15.4,15.5,100%,224,451,468,323
15.2,15.5,100%,207,449,490,328
15.3,15.5,100%,218,448,477,331
15.3,15.5,100%,215,452,478,327
15.3,15.5,100%,207,451,493,328
15.2,15.5,100%,218,452,478,326
15.3,15.5,100%,217,451,477,327
15.3,15.5,100%,216,454,481,321
15.4,15.5,100%,216,455,477,322
15.4,15.5,100%,206,456,493,319
15.4,15.5,100%,216,454,478,322
15.4,15.5,100%,215,456,475,321
15.5,15.5,100%,214,454,476,323
15.4,15.5,100%,214,455,476,321
15.4,15.5,100%,214,452,474,325
15.3,15.5,100%,212,452,480,322
15.4,15.5,100%,212,452,481,325
15.3,15.5,100%,212,453,484,321
15.2,15.5,100%,211,450,484,324
15.3,15.5,100%,211,450,484,329
15.3,15.5,100%,213,451,480,325
15.4,15.5,100%,213,446,477,333
15.4,15.5,100%,212,444,477,335
15.5,15.5,100%,213,444,474,334
15.5,15.5,100%,208,444,482,335
15.5,15.5,100%,212,441,476,338
15.6,15.5,100%,210,446,477,330
15.6,15.5,100%,212,448,475,329
15.7,15.5,100%,213,450,475,326
15.7,15.5,100%,211,450,479,326
15.7,15.5,100%,210,448,478,327
15.7,15.5,100%,207,447,484,328
15.8,15.5,100%,208,451,481,324
15.8,15.5,100%,210,449,476,326
15.8,15.5,100%,210,446,475,328
15.8,15.5,100%,209,445,477,329
15.8,15.5,100%,211,447,476,326
15.8,15.5,100%,209,448,481,325
15.7,15.5,100%,213,449,476,323
15.7,15.5,100%,210,450,477,322
15.7,15.5,99%,207,450,479,321
15.6,15.5,100%,205,449,481,322
15.6,15.5,100%,206,449,479,322
15.5,15.5,100%,203,448,481,324
15.5,15.5,100%,205,445,476,327
15.5,15.5,100%,204,441,477,332
15.5,15.5,100%,204,444,476,330
15.4,15.5,100%,205,447,472,327
15.5,15.5,100%,205,447,474,326
15.5,15.5,100%,206,450,474,324
15.5,15.5,100%,203,452,480,320
15.5,15.5,99%,201,452,483,319
15.6,15.5,100%,199,450,480,325
15.6,15.5,100%,198,448,480,330
15.6,15.5,100%,199,451,481,327
15.6,15.5,100%,202,451,478,327
15.7,15.5,100%,198,449,484,327
15.7,15.5,100%,200,449,480,326
15.7,15.5,100%,196,446,483,331
15.7,15.5,100%,195,444,485,332
15.7,15.5,100%,198,445,482,330
15.7,15.5,99%,197,446,480,327
15.7,15.5,99%,197,448,482,328
15.6,15.5,99%,198,448,480,328
15.6,15.5,99%,198,447,478,328
15.5,15.5,99%,198,447,480,326
15.6,15.5,100%,199,449,480,324
15.5,15.5,100%,199,448,478,324
15.5,15.5,100%,201,447,477,327
15.5,15.5,99%,201,447,478,326
15.6,15.5,100%,200,447,480,329
15.6,15.5,100%,201,445,479,329
15.6,15.5,99%,201,444,479,328
15.6,15.5,100%,201,445,480,330
15.7,15.5,100%,200,444,481,332
15.7,15.5,100%,200,444,481,330
15.7,15.5,100%,197,447,483,330
15.7,15.5,99%,197,447,482,327
15.7,15.5,99%,200,445,476,328
15.8,15.5,99%,196,445,484,328
15.8,15.5,99%,199,448,480,323
15.8,15.5,100%,195,444,485,328
15.8,15.5,100%,191,444,493,331
15.7,15.5,100%,194,442,493,331
15.7,15.5,100%,195,443,489,330
15.7,15.6,99%,195,444,491,328
15.6,15.6,99%,192,443,494,331
15.6,15.6,99%,194,445,487,327
15.4,15.6,99%,194,441,489,328
15.5,15.6,99%,193,441,492,328
15.4,15.6,99%,191,441,495,329
15.5,15.6,99%,191,439,492,331
15.4,15.6,99%,197,443,481,328
15.5,15.6,99%,195,445,487,328
15.5,15.6,99%,192,441,491,330
15.5,15.6,99%,192,441,490,329
15.5,15.6,99%,190,445,496,324
15.5,15.6,99%,192,443,492,329
15.6,15.6,99%,189,440,500,332
15.6,15.6,99%,187,439,504,334
15.6,15.6,99%,190,442,501,332
15.6,15.6,99%,189,440,504,332
15.6,15.6,99%,185,438,508,338
15.7,15.6,99%,191,442,499,335
15.7,15.6,99%,192,442,499,332
15.7,15.6,99%,190,443,501,332
15.7,15.6,99%,192,439,503,338
15.8,15.6,99%,188,439,507,336
15.8,15.6,99%,191,440,505,338
15.7,15.6,99%,196,445,497,332
15.7,15.6,99%,197,445,498,333
15.7,15.6,99%,197,442,500,335
15.7,15.6,98%,196,440,504,331
15.6,15.6,99%,198,441,502,333
15.7,15.6,99%,199,442,502,333
15.5,15.6,98%,200,441,502,335
15.6,15.6,99%,201,443,500,334
15.4,15.6,99%,202,442,504,336
15.4,15.6,99%,208,434,499,343
15.5,15.6,99%,211,431,494,344
15.5,15.6,99%,213,439,490,335
15.5,15.6,99%,214,436,492,338
15.6,15.6,98%,214,439,492,331
15.6,15.6,99%,215,436,495,334
15.6,15.6,99%,217,440,497,329
15.6,15.6,99%,219,436,493,329
15.6,15.6,99%,223,440,494,324
15.7,15.6,99%,226,440,493,319
15.7,15.6,99%,226,442,492,317
15.7,15.6,99%,229,444,492,314
15.7,15.6,99%,234,443,484,317
15.7,15.6,99%,233,441,489,317
15.7,15.6,98%,234,444,490,315
15.7,15.6,98%,235,444,494,313
15.7,15.6,98%,239,444,489,311
15.7,15.6,97%,236,442,499,315
15.6,15.6,98%,244,446,491,308
15.5,15.6,97%,243,448,494,305
15.5,15.6,97%,251,447,481,301
15.5,15.6,93%,254,446,483,304
15.5,15.6,89%,246,442,513,310
15.6,15.6,96%,250,443,508,307
15.5,15.6,93%,252,442,510,307
15.6,15.6,98%,266,439,483,295
15.6,15.6,97%,268,439,484,294
15.6,15.6,99%,271,442,486,288
15.6,15.6,99%,279,441,477,288
15.6,15.6,99%,280,444,484,281
15.7,15.6,99%,286,443,481,281
15.7,15.6,99%,295,445,479,278
15.7,15.6,99%,299,439,485,291
15.7,15.6,100%,303,437,480,289
15.8,15.6,99%,306,443,480,278
15.8,15.6,99%,310,440,479,276
15.8,15.6,99%,315,441,477,272
15.8,15.6,99%,319,442,474,273
15.9,15.6,100%,320,442,483,271
15.9,15.6,100%,324,441,484,271
15.8,15.6,100%,331,443,486,268
15.8,15.6,100%,336,443,485,264
15.8,15.6,100%,345,436,483,274
15.6,15.6,100%,348,438,485,269
15.5,15.6,100%,354,439,484,265
15.6,15.6,100%,364,440,481,267
15.5,15.6,100%,368,439,484,263
15.3,15.6,100%,374,441,472,254
15.3,15.6,100%,379,442,465,253
15.3,15.6,99%,383,440,465,254
15.4,15.6,99%,385,440,467,255
15.4,15.6,100%,387,443,486,245
15.5,15.6,100%,393,440,485,245
15.5,15.6,100%,399,440,484,244
15.5,15.6,100%,403,441,483,249
15.5,15.6,100%,409,442,477,248
15.6,15.6,100%,414,443,478,246
15.6,15.6,100%,421,445,474,242
15.6,15.6,100%,425,445,474,243
15.6,15.6,100%,430,442,471,247
15.6,15.6,100%,433,442,476,246
15.6,15.6,100%,438,444,472,236
15.7,15.6,100%,445,444,471,236
15.3,15.6,100%,443,445,473,231
15.3,15.6,100%,445,445,478,233
15.3,15.6,100%,448,445,475,231
15.3,15.6,100%,454,445,470,232
15.3,15.6,100%,457,446,472,229
15.3,15.6,100%,461,445,476,230
15.3,15.6,100%,469,446,469,229
15.4,15.6,100%,474,444,470,233
15.5,15.6,100%,472,449,476,220
15.5,15.6,100%,473,448,477,221
15.2,15.6,100%,480,445,476,228
15.3,15.6,100%,486,444,471,231
15.4,15.6,100%,492,444,473,230
15.4,15.6,100%,491,443,476,229
15.4,15.6,100%,491,445,479,225
15.4,15.6,100%,497,445,477,224
15.4,15.6,100%,504,443,472,232
15.5,15.6,100%,502,446,478,228
15.4,15.6,100%,504,445,478,231
15.5,15.6,99%,506,448,475,220
15.4,15.6,100%,507,446,475,234
15.5,15.6,99%,506,450,491,225
15.4,15.6,100%,513,450,483,228
15.5,15.6,100%,520,450,476,224
15.4,15.6,100%,515,452,486,223
15.5,15.6,100%,523,452,480,221
15.5,15.6,100%,522,452,480,219
15.6,15.6,100%,530,452,475,220
15.6,15.6,100%,534,451,473,222
15.6,15.6,100%,537,452,474,220
15.6,15.6,100%,538,452,475,220
15.6,15.6,100%,536,452,480,219
15.6,15.6,100%,539,454,477,213
15.7,15.6,100%,544,452,479,218
15.7,15.6,100%,542,452,486,219
15.6,15.6,100%,545,451,483,216
15.6,15.6,100%,551,452,479,214
15.6,15.6,100%,552,452,479,212
15.6,15.6,100%,555,453,480,211
15.5,15.6,100%,554,449,478,219
15.5,15.6,100%,559,448,474,215
15.5,15.6,100%,558,449,482,214
15.3,15.6,100%,560,450,477,216
15.4,15.6,100%,564,449,472,217
15.4,15.6,100%,565,453,476,214
15.4,15.4,100%,569,451,475,216
15.5,15.4,100%,566,450,476,218
15.5,15.4,100%,569,452,474,214
15.5,15.4,100%,573,453,469,212
15.5,15.4,100%,573,453,469,213
15.6,15.4,100%,573,452,468,216
15.6,15.4,100%,577,451,466,215
15.6,15.4,100%,579,449,465,219
15.6,15.4,100%,574,448,473,226
15.5,15.4,100%,574,449,476,222
15.6,15.4,100%,575,448,473,222
15.5,15.4,100%,577,451,473,221
15.6,15.4,100%,574,449,476,222
15.5,15.4,100%,574,451,476,221
15.4,15.4,100%,577,449,472,222
15.4,15.4,100%,579,450,471,223
15.3,15.4,100%,575,451,477,223
15.1,15.4,100%,576,450,476,223
15.1,15.4,100%,576,450,475,222
15.1,15.4,100%,578,451,474,223
15.2,15.4,100%,580,453,473,221
15.0,15.4,100%,581,452,470,221
15.1,15.4,100%,581,452,469,219
15.2,15.4,100%,581,452,469,222
15.2,15.4,100%,579,452,471,220
15.2,15.4,100%,582,453,467,221
15.3,15.4,100%,583,452,467,221
15.4,15.4,100%,585,453,464,221
15.4,15.4,100%,582,451,468,220
15.5,15.4,100%,581,449,468,224
15.5,15.4,100%,586,451,463,221
15.5,15.4,100%,586,450,462,222
15.5,15.4,100%,586,451,463,222
15.5,15.4,100%,582,453,469,222
15.6,15.4,100%,583,454,469,219
15.5,15.4,100%,584,455,468,220
15.5,15.4,100%,587,456,464,217
15.4,15.4,100%,588,456,462,216
15.4,15.4,100%,586,458,466,216
15.4,15.4,100%,586,458,466,211
15.5,15.4,100%,586,458,468,215
15.5,15.4,100%,582,458,472,215
15.5,15.4,100%,583,457,473,215
15.6,15.4,100%,584,459,471,213
15.6,15.4,100%,588,457,463,214
15.6,15.4,100%,591,457,463,212
15.7,15.4,100%,586,456,469,215
15.7,15.5,100%,588,454,467,218
15.7,15.5,100%,588,453,468,221
15.7,15.5,100%,587,454,468,219
15.8,15.5,100%,587,454,467,218
15.7,15.5,100%,589,454,464,216
15.7,15.5,100%,592,453,460,219
15.6,15.5,100%,591,453,462,220
15.5,15.5,100%,587,451,467,220
15.5,15.5,100%,588,452,464,218
15.5,15.5,100%,590,452,463,218
15.4,15.5,100%,586,451,467,222
15.3,15.5,100%,585,451,470,218
15.4,15.5,100%,585,452,469,220
15.4,15.5,100%,583,451,469,222
15.4,15.5,100%,582,451,469,222
15.5,15.5,100%,581,450,470,221
15.5,15.5,100%,582,450,468,224
15.5,15.5,100%,581,450,472,222
15.6,15.5,100%,583,450,470,220
15.6,15.5,100%,582,449,472,220
15.6,15.5,100%,582,449,471,223
15.7,15.5,100%,580,450,474,224
15.6,15.5,100%,578,449,478,224
15.6,15.5,100%,581,450,474,220
15.6,15.5,100%,579,448,474,225
15.5,15.5,100%,580,447,475,225
15.5,15.5,100%,581,445,473,229
15.4,15.5,100%,580,447,473,222
15.4,15.5,100%,580,447,473,227
15.4,15.5,100%,578,447,476,225
15.3,15.5,100%,582,445,473,228
15.3,15.5,100%,580,448,471,221
15.4,15.5,100%,578,449,472,223
15.5,15.5,100%,575,450,477,224
15.5,15.5,100%,579,447,474,224
15.5,15.5,100%,581,446,471,224
15.5,15.5,100%,582,446,469,223
15.5,15.5,100%,581,446,471,223
15.6,15.5,100%,580,448,470,221
15.6,15.5,100%,580,447,470,219
15.5,15.5,100%,579,447,470,225
15.6,15.5,100%,578,448,476,223
15.4,15.5,100%,577,447,474,225
15.4,15.5,100%,577,446,474,222
15.3,15.5,100%,576,446,474,225
15.4,15.5,100%,575,448,479,222
15.3,15.5,100%,575,449,478,221
15.4,15.4,100%,574,449,478,219
15.3,15.4,100%,576,449,476,220
15.4,15.4,100%,572,449,482,221
15.4,15.4,100%,574,448,482,224
15.4,15.4,100%,574,447,476,227
15.5,15.4,100%,574,448,475,225
15.4,15.4,100%,573,450,476,223
15.5,15.4,100%,574,450,474,224
15.5,15.4,100%,575,449,473,225
15.6,15.4,100%,574,450,474,224
15.5,15.4,100%,574,450,473,221
15.6,15.4,100%,573,449,475,223
15.5,15.4,100%,574,450,471,222
15.4,15.4,100%,573,449,473,225
15.5,15.4,100%,572,449,474,226
15.4,15.4,100%,570,451,475,224
15.4,15.4,100%,570,452,477,224
15.3,15.4,100%,570,451,474,225
15.3,15.4,100%,569,452,476,224
15.2,15.4,100%,569,453,476,223
15.3,15.4,100%,571,452,472,223
15.3,15.4,100%,569,452,477,226
15.3,15.4,100%,571,450,474,227
15.4,15.4,100%,572,451,472,225
15.4,15.4,100%,573,451,469,227
15.5,15.4,100%,572,451,474,224
15.5,15.4,100%,570,453,477,220
15.5,15.4,100%,570,453,478,219
15.5,15.4,100%,572,452,475,222
15.6,15.4,100%,571,453,477,219
15.5,15.4,100%,571,452,476,222
15.6,15.4,100%,570,453,475,223
15.5,15.4,100%,571,452,473,225
15.6,15.4,100%,571,452,472,225
15.6,15.4,100%,568,451,479,227
15.4,15.4,100%,567,452,478,225
15.3,15.4,100%,567,452,477,227
15.3,15.4,100%,570,452,479,226
15.3,15.4,100%,568,452,479,222
15.3,15.4,100%,570,452,476,223
15.4,15.4,100%,571,452,474,224
15.4,15.4,100%,574,452,474,220
15.4,15.4,100%,572,450,475,225
15.4,15.4,100%,573,451,474,221
15.4,15.4,100%,570,450,478,222
15.5,15.4,100%,569,449,479,222
15.5,15.4,100%,569,450,479,221
15.5,15.4,100%,572,450,474,223
15.5,15.4,100%,573,448,473,224
15.6,15.4,100%,572,447,476,229
15.6,15.4,100%,571,449,477,224
15.6,15.4,100%,571,448,478,223
15.7,15.4,100%,572,448,477,224
15.7,15.4,100%,570,450,478,221
15.7,15.4,100%,572,449,473,227
15.7,15.4,100%,572,449,473,223
15.7,15.4,100%,571,449,474,226
15.7,15.4,100%,572,452,473,219
15.7,15.4,100%,572,451,473,222
15.7,15.4,100%,572,451,472,222
15.7,15.4,100%,572,448,472,225
15.7,15.4,100%,576,447,469,224
15.7,15.4,100%,572,446,475,225
15.7,15.4,100%,576,446,468,226
15.7,15.4,100%,574,446,472,225
15.8,15.4,100%,574,447,471,221
15.8,15.4,100%,574,445,474,224
15.8,15.4,100%,573,447,476,219
15.7,15.4,100%,574,447,475,224
15.7,15.4,100%,574,447,473,223
15.7,15.4,100%,571,448,476,221
15.7,15.4,100%,570,449,476,219
15.7,15.4,100%,571,448,476,219
15.7,15.4,100%,570,448,479,222
15.8,15.4,100%,570,447,480,220
15.8,15.4,100%,564,448,488,222
